Empresa,Empleados,Año,Industria,País,Ingresos,Ganancias,Activos,Valor de Mercado,Margen de Rentabilidad,ROA,Continente,Codigo_pais
Bridgestone,144632,2015,Consumer Durables,Japan,34709.0,2839.8,33036.0,34121.0,0.08181739606442133,0.08596077006901562,Asia,JPN
Ecopetrol,11069,2015,Oil & Gas Operations,Colombia,34430.0,3751.6,59828.0,33609.0,0.10896311356375254,0.06270642508524436,South America,COL
Hyundai Mobis,22842,2015,Consumer Durables,South Korea,34375.0,3251.2,35584.0,21106.0,0.09458036363636363,0.09136690647482014,Asia,KOR
Enbridge,8882,2015,Oil & Gas Operations,Canada,33953.0,1272.1,62903.0,42018.0,0.03746649780579035,0.020223200801233646,North America,CAN
Jiangxi Copper,27082,2015,Diversified Metals & Mining,China,32162.0,461.7,15365.0,6521.0,0.014355450531683352,0.03004881223560039,Asia,CHN
Pegatron,196251,2015,Consumer Durables,Taiwan,33651.0,483.7,14464.0,6967.0,0.014374015631036224,0.033441648230088494,Asia,TWN
Telecom Italia,82441,2015,Telecommunications services,Italy,28615.0,1790.7,86580.0,21956.0,0.06257906692294252,0.020682605682605684,Europe,ITA
Ericsson,118443,2015,Technology Hardware & Equipment,Sweden,33207.0,1685.0,37500.0,42142.0,0.050742313367663446,0.04493333333333333,Europe,SWE
Schneider Electric,167124,2015,Capital Goods,France,33080.0,2574.6,49803.0,47506.0,0.07782950423216445,0.051695680983073304,Europe,FRA
Halliburton,80000,2015,Oil & Gas Operations,United States,32870.0,3500.0,32240.0,38983.0,0.10648007301490721,0.10856079404466501,North America,USA
Gas Natural Fenosa,21961,2015,Oil & Gas Operations,Spain,32819.0,1939.3,60899.0,23367.0,0.05909077059020689,0.03184452946682211,Europe,ESP
China Shipbuilding Industry,177106,2015,Capital Goods,China,8936.0,407.7,34213.0,30545.0,0.04562444046553268,0.01191652295910911,Asia,CHN
Accenture,305000,2015,IT Software & Services,Ireland,32782.0,3041.0,16992.0,63455.0,0.09276432188396071,0.1789665725047081,Europe,IRL
Veolia Environnement,160180,2015,Utilities,France,31675.0,326.4,42018.0,10893.0,0.010304656669297552,0.007768099385977438,Europe,FRA
3M,89800,2015,Conglomerates,United States,31821.0,4956.0,31269.0,105132.0,0.15574620533609881,0.1584956346541303,North America,USA
Sears Holdings,196000,2015,Retailing,United States,31198.0,-1682.0,13209.0,4432.0,-0.05391371241746266,-0.12733742145506852,North America,USA
Kansai Electric Power,33539,2015,Utilities,Japan,32119.0,-1222.4,63577.0,8911.0,-0.03805847006444784,-0.01922707897510106,Asia,JPN
General Dynamics,99500,2015,Aerospace & Defense,United States,30911.0,2533.0,35355.0,44743.0,0.08194493869496296,0.07164474614623108,North America,USA
Fresenius,216275,2015,Health Care Equipment & Services,Germany,30815.0,1415.3,48277.0,32800.0,0.045928930715560604,0.029316237545829276,Europe,DEU
Quanta Computer,120370,2015,Technology Hardware & Equipment,Taiwan,30568.0,623.2,19233.0,9335.0,0.02038733315885894,0.032402641293609945,Asia,TWN
Formosa Petrochemical,6507,2015,Oil & Gas Operations,Taiwan,30132.0,299.2,14969.0,20927.0,0.0099296429045533,0.01998797514864052,Asia,TWN
Philip Morris International,82500,2015,"Food, Drink & Tobacco",United States,29652.0,7458.0,35187.0,121139.0,0.25151760420882235,0.211953278199335,North America,USA
VTB Bank,101072,2015,Banking,Russia,28406.0,108.6,203180.0,14628.0,0.0038231359571921425,0.0005345014273058371,Asia,RUS
Delhaize Group,114373,2015,Food Markets,Belgium,28718.0,118.1,14674.0,9653.0,0.004112403370708267,0.008048248602971242,Europe,BEL
BT Group,88500,2015,Telecommunications services,United Kingdom,29572.0,3311.2,40127.0,55413.0,0.11197078317327201,0.08251800533306751,Europe,GBR
Vivendi,33558,2015,Telecommunications services,France,14497.0,6302.3,43395.0,34556.0,0.4347313237221494,0.14523101739831779,Europe,FRA
Time Warner,25600,2015,Media,United States,28101.0,3816.0,63259.0,70827.0,0.1357958791502082,0.06032343223889091,North America,USA
Bank of Nova Scotia,86932,2015,Banking,Canada,27897.0,6369.3,671851.0,61347.0,0.2283148725669427,0.009480227014620802,North America,CAN
Compass Group,514718,2015,"Hotels, Restaurants & Leisure",United Kingdom,28250.0,1432.5,14094.0,29409.0,0.05070796460176991,0.10163899531715624,Europe,GBR
Chubu Electric Power,30848,2015,Utilities,Japan,28789.0,-42.2,46828.0,9053.0,-0.0014658376463232486,-0.0009011702400273341,Asia,JPN
Macy's,166900,2015,Retailing,United States,28105.0,1526.0,21461.0,23273.0,0.05429638854296388,0.0711057266669773,North America,USA
Danone,99927,2015,"Food, Drink & Tobacco",France,28046.0,1484.3,38415.0,44874.0,0.05292376809527205,0.03863855264870493,Europe,FRA
Compal Electronics,64473,2015,Technology Hardware & Equipment,Taiwan,27908.0,232.1,11985.0,3624.0,0.008316611724236778,0.01936587400917814,Asia,TWN
Tech Data,8900,2015,Consumer Durables,United States,27671.0,175.2,6138.0,2120.0,0.006331538433739293,0.028543499511241445,North America,USA
TonenGeneral Sekiyu,3512,2015,Oil & Gas Operations,Japan,32604.0,-132.0,11478.0,3243.0,-0.004048582995951417,-0.01150026136957658,Asia,JPN
Mazda Motor,44035,2015,Consumer Durables,Japan,27828.0,1792.6,19739.0,11640.0,0.06441713382204974,0.09081513754496175,Asia,JPN
Avnet,19000,2015,Consumer Durables,United States,28124.0,591.8,11491.0,5968.0,0.02104252595647845,0.05150117483247759,North America,USA
McDonald's,420000,2015,"Hotels, Restaurants & Leisure",United States,27441.0,4757.8,34281.0,92537.0,0.1733828942093947,0.1387882500510487,North America,USA
Exelon,28993,2015,Utilities,United States,26332.0,1623.0,86814.0,29088.0,0.061636032204162236,0.01869514133665077,North America,USA
Suzuki Motor,57409,2015,Consumer Durables,Japan,28395.0,991.0,25389.0,17163.0,0.03490051065328403,0.039032651935877745,Asia,JPN
S-Oil,2796,2015,Oil & Gas Operations,South Korea,27129.0,-261.4,9515.0,6800.0,-0.009635445464263334,-0.0274724119810825,Asia,KOR
Anglo American,95000,2015,Diversified Metals & Mining,United Kingdom,27049.0,-2584.9,66010.0,20886.0,-0.09556360678768162,-0.03915921830025754,Europe,GBR
Samsung C&T,8663,2015,Trading Companies,South Korea,27023.0,257.3,26844.0,8515.0,0.009521518706287237,0.009585009685590822,Asia,KOR
Aisin Seiki,94748,2015,Consumer Durables,Japan,27508.0,707.6,23322.0,10956.0,0.02572342591246183,0.03034045107623703,Asia,JPN
NEC,98882,2015,Consumer Durables,Japan,27979.0,676.3,21142.0,7892.0,0.02417170020372422,0.03198845899158074,Asia,JPN
Lotte Shopping,27880,2015,Retailing,South Korea,26694.0,475.9,36458.0,6238.0,0.017827976324267625,0.013053376488013604,Asia,KOR
Rite Aid,69865,2015,Retailing,United States,26278.0,329.5,7186.0,8679.0,0.012539006012634142,0.04585304759254105,North America,USA
Qualcomm,31300,2015,Semiconductors,United States,26964.0,8063.0,48447.0,111774.0,0.2990283340750631,0.16642929386752534,North America,USA
Oil & Natural Gas,33185,2015,Oil & Gas Operations,India,28689.0,4386.0,59324.0,43665.0,0.15288089511659522,0.07393297822129324,Asia,IND
International Paper,58000,2015,Materials,United States,26221.0,555.0,28684.0,22965.0,0.021166240799359293,0.019348765862501744,North America,USA
Fuji Heavy Industries,29774,2015,Consumer Durables,Japan,26078.0,2035.2,17243.0,26738.0,0.07804279469284454,0.11803050513251755,Asia,JPN
Flextronics International,150000,2015,Consumer Durables,Singapore,26920.0,508.7,12090.0,7206.0,0.01889673105497771,0.042076095947063685,Asia,SGP
Medipal Holdings,14637,2015,Drugs & Biotechnology,Japan,27425.0,209.9,12200.0,3051.0,0.007653600729261622,0.017204918032786887,Asia,JPN
AstraZeneca,57500,2015,Drugs & Biotechnology,United Kingdom,26101.0,1196.8,58595.0,87706.0,0.0458526493237807,0.020424950934380067,Europe,GBR
Samsung Life Insurance,5481,2015,Insurance,South Korea,24309.0,1270.6,195038.0,17861.0,0.05226870706322761,0.0065146279186620035,Asia,KOR
Occidental Petroleum,11700,2015,Oil & Gas Operations,United States,19395.0,616.0,56259.0,58956.0,0.03176076308326888,0.01094935921363693,North America,USA
Duke Energy,28344,2015,Utilities,United States,25146.0,1883.0,120709.0,55395.0,0.0748826851189056,0.015599499623060419,North America,USA
Daiwa House Industry,34903,2015,Construction,Japan,26267.0,1189.1,24451.0,13438.0,0.04526973007956751,0.04863195779313729,Asia,JPN
Old Mutual,61583,2015,Diversified Financials,United Kingdom,25485.0,958.3,218610.0,16740.0,0.03760251128114577,0.004383605507524816,Europe,GBR
AIA Group,20000,2015,Insurance,Hong Kong,25433.0,3449.9,165262.0,76673.0,0.1356466008728817,0.02087533734312788,Asia,HKG
BAE Systems,76000,2015,Aerospace & Defense,United Kingdom,25406.0,1218.5,30854.0,24779.0,0.047961111548453124,0.03949244830491994,Europe,GBR
TUI,77309,2015,Business Services & Supplies,Germany,25023.0,135.2,15882.0,10578.0,0.005403029213123926,0.008512781765520715,Europe,DEU
Sharp,49096,2015,Consumer Durables,Japan,27023.0,-125.8,18422.0,3482.0,-0.004655293638752174,-0.006828791662143089,Asia,JPN
Taiwan Semiconductor,43591,2015,Semiconductors,Taiwan,25173.0,8708.6,47311.0,123323.0,0.3459500258213165,0.1840713576123946,Asia,TWN
LG Display,49421,2015,Consumer Durables,South Korea,25132.0,859.0,20898.0,10476.0,0.03417953207066688,0.0411044119054455,Asia,KOR
CRH,75706,2015,Construction,Ireland,25086.0,772.0,26642.0,21539.0,0.030774136968827234,0.028976803543277533,Europe,IRL
East Japan Railway,86986,2015,Transportation,Japan,25855.0,1901.7,61660.0,33471.0,0.07355250435118933,0.03084171261758028,Asia,JPN
Gilead Sciences,7000,2015,Drugs & Biotechnology,United States,24931.0,12101.3,34664.0,145029.0,0.48539168103966945,0.34910281560120004,North America,USA
Standard Chartered,90940,2015,Banking,United Kingdom,24815.0,2584.4,725914.0,39779.0,0.10414668547249648,0.003560201346164973,Europe,GBR
Telstra,31931,2015,Telecommunications services,Australia,22906.0,4241.6,31619.0,59101.0,0.1851741901685148,0.13414718998070782,Oceania,AUS
Alstom,90365,2015,Conglomerates,France,18439.0,594.1,41961.0,9799.0,0.03221975161342806,0.014158385167179047,Europe,FRA
Baker Hughes,62000,2015,Oil & Gas Operations,United States,24551.0,1719.0,29574.0,28533.0,0.07001751456152498,0.0581253804017042,North America,USA
Emerson Electric,115100,2015,Capital Goods,United States,24511.0,2210.0,23724.0,39050.0,0.0901636000163192,0.09315461136401956,North America,USA
Sodexo,419317,2015,Business Services & Supplies,France,24511.0,666.7,19070.0,15757.0,0.027200032638407246,0.03496067121132669,Europe,FRA
National Grid,24274,2015,Utilities,United Kingdom,23934.0,3547.4,84608.0,48994.0,0.14821592713294895,0.04192747730711044,Europe,GBR
EMC,70000,2015,Technology Hardware & Equipment,United States,24400.0,2715.0,45885.0,51969.0,0.11127049180327869,0.05916966328865642,North America,USA
Onex,192000,2015,Diversified Financials,Canada,19793.0,-115.0,28936.0,6479.0,-0.005810134896175416,-0.003974288084047553,North America,CAN
Union Pacific,47201,2015,Transportation,United States,23988.0,5180.0,52716.0,93485.0,0.215941303985326,0.09826238713104181,North America,USA
Northrop Grumman,64300,2015,Aerospace & Defense,United States,23979.0,2069.0,26572.0,31973.0,0.08628383168605863,0.07786391690501279,North America,USA
Alcoa,59000,2015,Diversified Metals & Mining,United States,23877.0,268.0,37399.0,16330.0,0.01122419064371571,0.00716596700446536,North America,USA
Capital One Financial,46000,2015,Diversified Financials,United States,23785.0,4410.0,310212.0,44132.0,0.18541097330250159,0.01421608448415922,North America,USA
AntarChile,24031,2015,Diversified Financials,Chile,23826.0,502.8,22638.0,5700.0,0.021102996726265425,0.022210442618605886,South America,CHL
Rolls-Royce Holdings,54100,2015,Aerospace & Defense,United Kingdom,22617.0,113.7,34627.0,26060.0,0.0050271919352699295,0.003283564848239813,Europe,GBR
Cosmo Oil,6359,2015,Oil & Gas Operations,Japan,31241.0,-588.6,13651.0,1189.0,-0.018840626100316893,-0.043117720313530145,Asia,JPN
Wuhan Iron & Steel,103594,2015,Diversified Metals & Mining,China,13627.0,88.9,16423.0,8075.0,0.006523813018272547,0.005413140108384583,Asia,CHN
Royal Dutch Shell,90000,2016,Oil & Gas Operations,Netherlands,264871.0,2075.1,340157.0,209987.0,0.00783437975467303,0.006100418336238854,Europe,NLD
Toyota Motor,348877,2016,Consumer Durables,Japan,235832.0,19267.0,406692.0,176960.0,0.08169798839852098,0.047374917628082186,Asia,JPN
Apple,110000,2016,Technology Hardware & Equipment,United States,233273.0,53731.0,293284.0,585951.0,0.23033527240615073,0.18320467533176035,North America,USA
BP,79800,2016,Oil & Gas Operations,United Kingdom,218702.0,-6465.2,261832.0,98954.0,-0.02956168667867692,-0.0246921690244126,Europe,GBR
Berkshire Hathaway,331000,2016,Diversified Financials,United States,210821.0,24083.0,561068.0,360145.0,0.11423435046793251,0.04292349590423977,North America,USA
McKesson,68000,2016,Drugs & Biotechnology,United States,189131.0,1959.0,55087.0,40746.0,0.010357900079838842,0.03556192931181586,North America,USA
Samsung Electronics,319000,2016,Semiconductors,South Korea,177286.0,16517.6,206541.0,161550.0,0.09316922938077456,0.07997249940689741,Asia,KOR
Daimler,284015,2016,Consumer Durables,Germany,165747.0,9341.5,235907.0,75406.0,0.056359994449371634,0.039598231506483485,Europe,DEU
UnitedHealth Group,200000,2016,Health Care Equipment & Services,United States,165885.0,6011.0,117855.0,127514.0,0.036235946589504776,0.05100335157608926,North America,USA
CVS Health,199000,2016,Retailing,United States,153290.0,5202.0,93657.0,110802.0,0.03393567747406876,0.05554309875396393,North America,USA
General Motors,215000,2016,Consumer Durables,United States,152356.0,9687.0,194520.0,49552.0,0.06358134894588989,0.04979950647748303,North America,USA
Ford Motor,199000,2016,Consumer Durables,United States,149558.0,7373.0,224925.0,54196.0,0.04929859987429626,0.03277981549405357,North America,USA
China Construction Bank,369183,2016,Banking,China,146816.0,36393.4,2825983.0,162774.0,0.24788442676547517,0.012878138332750056,Asia,CHN
AT&T,281450,2016,Telecommunications services,United States,146801.0,13244.0,402672.0,234177.0,0.09021736909149121,0.0328902928438034,North America,USA
Total,96019,2016,Oil & Gas Operations,France,143359.0,5034.1,224484.0,121917.0,0.0351153398112431,0.022425206250779567,Europe,FRA
General Electric,333000,2016,Conglomerates,United States,122364.0,1678.0,492692.0,285611.0,0.013713183616096237,0.003405778863874388,North America,USA
China State Construction Engineering,241474,2016,Construction,China,135020.0,4146.6,165607.0,25551.0,0.03071100577692194,0.025038796669222922,Asia,CHN
AmerisourceBergen,17000,2016,Drugs & Biotechnology,United States,139082.0,395.4,30756.0,20714.0,0.0028429271940294213,0.012856028092079594,North America,USA
Agricultural Bank of China,508726,2016,Banking,China,131888.0,28808.7,2739835.0,152736.0,0.21843306441829433,0.010514757275529366,Asia,CHN
Chevron,61500,2016,Oil & Gas Operations,United States,129866.0,4587.0,266103.0,192258.0,0.035321023208538034,0.017237686159118838,North America,USA
E.ON,56490,2016,Utilities,Germany,128877.0,-7761.3,133888.0,20938.0,-0.060222537768570034,-0.057968600621414915,Europe,DEU
Allianz,142459,2016,Insurance,Germany,115424.0,7337.7,926157.0,79725.0,0.06357170085943997,0.007922738801304747,Europe,DEU
Bank of China,310042,2016,Banking,China,122027.0,27209.5,2589605.0,143002.0,0.22297934063772773,0.01050720090515735,Asia,CHN
Honda Motor,208399,2016,Consumer Durables,Japan,118094.0,4425.8,154522.0,51090.0,0.03747692516131217,0.02864187623768784,Asia,JPN
Japan Post Holdings,250876,2016,Insurance,Japan,129795.0,4393.8,2450733.0,62570.0,0.033851843291344046,0.0017928513632452007,Asia,JPN
BNP Paribas,181551,2016,Banking,France,74910.0,7423.1,2166292.0,66847.0,0.09909357896142038,0.0034266386987534462,Europe,FRA
Fannie Mae,7300,2016,Diversified Financials,United States,111954.0,10954.0,3221917.0,2003.0,0.09784375725744503,0.0033998392882249916,North America,USA
Kroger,431000,2016,Food Markets,United States,109830.0,2027.0,34900.0,34245.0,0.01845579532004006,0.05808022922636103,North America,USA
Amazon.com,230800,2016,Retailing,United States,107007.0,596.0,67705.0,292622.0,0.005569729083144093,0.008802894911749501,North America,USA
SAIC Motor,92780,2016,Consumer Durables,China,101922.0,4616.5,78790.0,34437.0,0.045294440846922156,0.058592460972204594,Asia,CHN
Walgreens Boots Alliance,302500,2016,Retailing,United States,116534.0,3368.0,66385.0,86571.0,0.028901436490637925,0.05073435263990359,North America,USA
HP,287000,2016,Technology Hardware & Equipment,United States,87974.0,3780.0,25517.0,21903.0,0.042967240321003936,0.14813653642669594,North America,USA
Cardinal Health,34500,2016,Drugs & Biotechnology,United States,112422.0,1369.0,33507.0,28622.0,0.012177331838963903,0.040857134330139974,North America,USA
Nissan Motor,152421,2016,Consumer Durables,Japan,101018.0,4721.4,147363.0,42914.0,0.046738205072363335,0.03203925001526842,Asia,JPN
China Life Insurance,130732,2016,Insurance,China,81487.0,5573.1,377035.0,55652.0,0.06839250432584339,0.014781386343442917,Asia,CHN
Gazprom,462400,2016,Oil & Gas Operations,Russia,102051.0,4877.4,250240.0,57146.0,0.04779375018373166,0.01949088874680307,Asia,RUS
Petrobras,78470,2016,Oil & Gas Operations,Brazil,96290.0,-10428.9,227522.0,42068.0,-0.1083071970090352,-0.04583688610332187,South America,BRA
Boeing,161400,2016,Aerospace & Defense,United States,96114.0,5172.0,94408.0,85321.0,0.05381109931955803,0.05478349292432845,North America,USA
China Railway Construction,284100,2016,Construction,China,92566.0,2007.8,107197.0,21562.0,0.021690469502841217,0.018730001772437662,Asia,CHN
Microsoft,118000,2016,IT Software & Services,United States,86596.0,10179.0,181869.0,407015.0,0.11754584507367546,0.055968856704551075,North America,USA
Wells Fargo,264700,2016,Banking,United States,91431.0,22686.0,1849182.0,255998.0,0.2481215342717459,0.01226812720435306,North America,USA
HSBC Holdings,264000,2016,Banking,United Kingdom,70267.0,13478.6,2409656.0,132956.0,0.19181977315098125,0.005593578502491642,Europe,GBR
Home Depot,385000,2016,Retailing,United States,88519.0,7009.0,42549.0,169777.0,0.07918074085789492,0.16472772568097957,North America,USA
