Empresa,Industria,País,Ingresos,Ganancias,Activos,Valor de Mercado,Margen de Rentabilidad,ROA,Año,Continente,Codigo_pais
People's Insurance Company,Insurance,China,55663.0,2127.5,126014.0,21834.0,0.038221080430447515,0.01688304474106052,2015,Asia,CHN
Surgutneftegas,Oil & Gas Operations,Russia,26601.0,8767.2,74631.0,24160.0,0.32958159467689185,0.11747397194195443,2015,Asia,RUS
Lowe's Cos,Retailing,United States,56223.0,2682.0,31827.0,71435.0,0.04770289739074756,0.08426807427655764,2015,North America,USA
Jardine Matheson,Conglomerates,Hong Kong,39921.0,1710.0,66457.0,43176.0,0.042834598331705116,0.025730923755210137,2015,Asia,HKG
Aflac,Insurance,United States,22723.0,2951.0,119767.0,28045.0,0.12986841526206927,0.024639508378768778,2015,North America,USA
Continental,Consumer Durables,Germany,45770.0,3150.7,36593.0,47918.0,0.06883766659383876,0.08610116688984232,2015,Europe,DEU
BT Group,Telecommunications services,United Kingdom,29572.0,3311.2,40127.0,55413.0,0.11197078317327201,0.08251800533306751,2015,Europe,GBR
Japan Tobacco,"Food, Drink & Tobacco",Japan,23607.0,4009.3,39812.0,65153.0,0.1698352183674334,0.10070581734150508,2015,Asia,JPN
ACE,Insurance,Switzerland,19449.0,2853.0,98248.0,36420.0,0.14669134659879685,0.029038759058708574,2015,Europe,CHE
SABMiller,"Food, Drink & Tobacco",United Kingdom,16704.0,3637.7,52819.0,87342.0,0.21777418582375477,0.06887105019027244,2015,Europe,GBR
Repsol YPF,Oil & Gas Operations,Spain,60807.0,2138.2,62788.0,26509.0,0.03516371470389922,0.034054277887494426,2015,Europe,ESP
John Deere,Capital Goods,United States,34794.0,2866.4,58290.0,30039.0,0.08238201988848652,0.04917481557728599,2015,North America,USA
Archer Daniels Midland,"Food, Drink & Tobacco",United States,81221.0,2248.0,44027.0,30396.0,0.027677571071520912,0.05105957707770232,2015,North America,USA
American Airlines Group,Airline,United States,42649.0,2883.0,43771.0,33495.0,0.06759830242209665,0.06586552740398895,2015,North America,USA
EMC,Technology Hardware & Equipment,United States,24400.0,2715.0,45885.0,51969.0,0.11127049180327869,0.05916966328865642,2015,North America,USA
BlackRock,Diversified Financials,United States,11246.0,3294.0,239808.0,61484.0,0.2929041436955362,0.013735988791032827,2015,North America,USA
FedEx,Air Courier,United States,47178.0,2529.0,36108.0,47294.0,0.053605494086226634,0.07003988035892324,2015,North America,USA
PTT PCL,Oil & Gas Operations,Thailand,87267.0,1700.0,54695.0,29074.0,0.019480445070874444,0.031081451686625836,2015,Asia,THA
NextEra Energy,Utilities,United States,18089.0,2466.0,74929.0,46873.0,0.13632594394383327,0.032911155894246556,2015,North America,USA
Cigna,Health Care Equipment & Services,United States,34950.0,2102.0,57006.0,34075.0,0.06014306151645207,0.036873311581237064,2015,North America,USA
Teva Pharmaceutical Inds,Drugs & Biotechnology,Israel,20276.0,3048.0,46420.0,54496.0,0.15032550798974156,0.06566135286514434,2015,Asia,ISR
Enel,Utilities,Italy,97266.0,685.8,201635.0,44557.0,0.007050767997039047,0.003401195229002901,2015,Europe,ITA
Aegon,Insurance,Netherlands,54323.0,1573.2,502545.0,17466.0,0.028960108977781052,0.0031304659284243203,2015,Europe,NLD
Canadian Imperial Bank,Banking,Canada,15173.0,2660.8,351136.0,29386.0,0.1753641336584723,0.007577690695343115,2015,North America,CAN
Denso,Consumer Durables,Japan,40054.0,2430.2,39869.0,40334.0,0.060673091326708936,0.06095462640146479,2015,Asia,JPN
Natixis,Banking,France,23703.0,1510.8,714443.0,24481.0,0.06373876724465258,0.0021146543531114447,2015,Europe,FRA
Dalian Wanda Commercial Properties,Construction,China,17659.0,4032.8,90956.0,28147.0,0.22837080242369331,0.04433792163243767,2015,Asia,CHN
Canon,Business Services & Supplies,Japan,35213.0,2407.2,37204.0,49763.0,0.06836111663306164,0.0647027201376196,2015,Asia,JPN
Carrefour,Food Markets,France,101232.0,1656.7,55407.0,25200.0,0.01636537853643117,0.02990055408161424,2015,Europe,FRA
Altria Group,"Food, Drink & Tobacco",United States,17945.0,5058.0,34475.0,101400.0,0.28186124268598495,0.14671501087744743,2015,North America,USA
Seven & I Holdings,Food Markets,Japan,55741.0,1596.6,43789.0,37995.0,0.028643189035001165,0.036461211719838314,2015,Asia,JPN
AstraZeneca,Drugs & Biotechnology,United Kingdom,26101.0,1196.8,58595.0,87706.0,0.0458526493237807,0.020424950934380067,2015,Europe,GBR
Dai-ichi Life Insurance,Insurance,Japan,60851.0,1282.5,346912.0,18072.0,0.021076071058815794,0.003696902960981459,2015,Asia,JPN
Itochu,Trading Companies,Japan,53103.0,2846.4,76111.0,17794.0,0.05360149144116152,0.037398010800015764,2015,Asia,JPN
RWE Group,Utilities,Germany,61811.0,2260.3,108880.0,15954.0,0.03656792480302859,0.020759551800146953,2015,Europe,DEU
Wesfarmers,Food Markets,Australia,55245.0,2469.3,33177.0,37391.0,0.04469725767037741,0.07442806763721856,2015,Oceania,AUS
Telstra,Telecommunications services,Australia,22906.0,4241.6,31619.0,59101.0,0.1851741901685148,0.13414718998070782,2015,Oceania,AUS
Diageo,"Food, Drink & Tobacco",United Kingdom,16838.0,3227.3,43519.0,71033.0,0.19166765649126977,0.07415841356648821,2015,Europe,GBR
Enbridge,Oil & Gas Operations,Canada,33953.0,1272.1,62903.0,42018.0,0.03746649780579035,0.020223200801233646,2015,North America,CAN
Nippon Steel & Sumitomo Metal,Diversified Metals & Mining,Japan,53476.0,1923.1,59950.0,23457.0,0.03596192684568778,0.032078398665554626,2015,Asia,JPN
Abbott Laboratories,Health Care Equipment & Services,United States,21255.0,2284.0,41275.0,69866.0,0.10745706892495883,0.05533615990308904,2015,North America,USA
Medtronic,Health Care Equipment & Services,United States,17367.0,2909.0,38780.0,110243.0,0.16750158346288938,0.07501289324394017,2015,North America,USA
Southern Co,Utilities,United States,18499.0,2048.0,70923.0,40872.0,0.11070868695605168,0.028876387067664933,2015,North America,USA
China Vanke,Real Estate,China,24121.0,2555.2,81949.0,24287.0,0.10593258985945855,0.03118036827783133,2015,Asia,CHN
East Japan Railway,Transportation,Japan,25855.0,1901.7,61660.0,33471.0,0.07355250435118933,0.03084171261758028,2015,Asia,JPN
General Dynamics,Aerospace & Defense,United States,30911.0,2533.0,35355.0,44743.0,0.08194493869496296,0.07164474614623108,2015,North America,USA
Halliburton,Oil & Gas Operations,United States,32870.0,3500.0,32240.0,38983.0,0.10648007301490721,0.10856079404466501,2015,North America,USA
Exelon,Utilities,United States,26332.0,1623.0,86814.0,29088.0,0.061636032204162236,0.01869514133665077,2015,North America,USA
Time Warner Cable,Media,United States,22812.0,2017.0,48501.0,43509.0,0.08841837629317903,0.041586771406775115,2015,North America,USA
Canadian Natural Resources,Oil & Gas Operations,Canada,17079.0,3557.4,53373.0,35321.0,0.20829088354119094,0.06665167781462537,2015,North America,CAN
DNB,Banking,Norway,12726.0,3302.5,353361.0,26971.0,0.2595080936665095,0.009345966306411857,2015,Europe,NOR
Imperial Tobacco Group,"Food, Drink & Tobacco",United Kingdom,22684.0,2355.0,42164.0,44782.0,0.10381766884147417,0.05585333459823546,2015,Europe,GBR
KBC Group,Banking,Belgium,14583.0,2337.2,317849.0,26966.0,0.16026880614414044,0.007353177137571614,2015,Europe,BEL
Kroger,Food Markets,United States,108465.0,1715.0,30556.0,37800.0,0.015811552113585026,0.0561264563424532,2015,North America,USA
LyondellBasell Industries,Chemicals,Netherlands,45608.0,4162.0,24283.0,43383.0,0.09125592001403263,0.1713956265700284,2015,Europe,NLD
Tata Motors,Consumer Durables,India,42302.0,2652.6,37409.0,28773.0,0.06270625502340314,0.07090807025047448,2015,Asia,IND
Visa,Diversified Financials,United States,12929.0,5600.0,38884.0,160105.0,0.4331348132106118,0.14401810513321675,2015,North America,USA
Eli Lilly & Co,Drugs & Biotechnology,United States,19616.0,2390.5,37178.0,79226.0,0.12186480424143556,0.06429877884770563,2015,North America,USA
Nomura Holdings,Diversified Financials,Japan,17484.0,1927.5,367849.0,22942.0,0.11024365133836651,0.005239921815745048,2015,Asia,JPN
Danaher,Conglomerates,United States,19914.0,2598.4,36992.0,60084.0,0.13048106859495834,0.07024221453287198,2015,North America,USA
DBS Group,Banking,Singapore,9826.0,3193.4,332553.0,37505.0,0.32499491145939347,0.00960267987358406,2015,Asia,SGP
Alibaba,Business Services & Supplies,China,11477.0,4357.8,43577.0,201687.0,0.3796985274897621,0.10000229478853524,2015,Asia,CHN
Bridgestone,Consumer Durables,Japan,34709.0,2839.8,33036.0,34121.0,0.08181739606442133,0.08596077006901562,2015,Asia,JPN
MS&AD Insurance,Insurance,Japan,44291.0,1327.7,153367.0,18101.0,0.029976744711115125,0.008657012264698404,2015,Asia,JPN
Telecom Italia,Telecommunications services,Italy,28615.0,1790.7,86580.0,21956.0,0.06257906692294252,0.020682605682605684,2015,Europe,ITA
Huaxia Bank,Banking,China,16235.0,2855.4,290592.0,19209.0,0.1758792731752387,0.009826148001321441,2015,Asia,CHN
Marathon Petroleum,Oil & Gas Operations,United States,91168.0,2521.0,30460.0,26900.0,0.0276522464022464,0.08276428102429416,2015,North America,USA
Gas Natural Fenosa,Oil & Gas Operations,Spain,32819.0,1939.3,60899.0,23367.0,0.05909077059020689,0.03184452946682211,2015,Europe,ESP
Ericsson,Technology Hardware & Equipment,Sweden,33207.0,1685.0,37500.0,42142.0,0.050742313367663446,0.04493333333333333,2015,Europe,SWE
Sun Life Financial,Insurance,Canada,23336.0,1695.9,189350.0,19278.0,0.07267312307164896,0.008956429891734882,2015,North America,CAN
Saint-Gobain,Construction,France,54456.0,1264.1,54215.0,25825.0,0.023213236374320552,0.023316425343539608,2015,Europe,FRA
Shinhan Financial Group,Diversified Financials,South Korea,20072.0,1948.6,307530.0,17791.0,0.09708051016341171,0.00633629239423796,2015,Asia,KOR
Facebook,IT Software & Services,United States,12466.0,2925.0,40184.0,231570.0,0.23463821594737685,0.07279016523989648,2015,North America,USA
SEB,Banking,Sweden,11777.0,2799.2,337399.0,26441.0,0.2376836206164558,0.008296408703048912,2015,Europe,SWE
Vivendi,Telecommunications services,France,14497.0,6302.3,43395.0,34556.0,0.4347313237221494,0.14523101739831779,2015,Europe,FRA
Fresenius,Health Care Equipment & Services,Germany,30815.0,1415.3,48277.0,32800.0,0.045928930715560604,0.029316237545829276,2015,Europe,DEU
ICICI Bank,Banking,India,14249.0,1947.7,124813.0,29961.0,0.13669029405572322,0.015604944997716584,2015,Asia,IND
Danone,"Food, Drink & Tobacco",France,28046.0,1484.3,38415.0,44874.0,0.05292376809527205,0.03863855264870493,2015,Europe,FRA
CNP Assurances,Insurance,France,57633.0,1432.6,514894.0,12418.0,0.024857286623982785,0.00278232024455519,2015,Europe,FRA
Kinder Morgan,Oil & Gas Operations,United States,16236.0,1021.0,83198.0,90429.0,0.0628849470312885,0.012271929613692638,2015,North America,USA
Directv,Media,United States,33260.0,2756.0,25459.0,43568.0,0.08286229705351773,0.10825248438666091,2015,North America,USA
Fiat Chrysler Automobiles,Consumer Durables,United Kingdom,127458.0,754.6,121622.0,21622.0,0.005920381615904848,0.006204469586094621,2015,Europe,GBR
NIKE,Consumer Durables,United States,30322.0,3099.0,20541.0,86161.0,0.10220302090891102,0.15086899371987733,2015,North America,USA
Central Japan Railway,Transportation,Japan,15675.0,2601.8,44562.0,38935.0,0.16598405103668262,0.058386068847897314,2015,Asia,JPN
EOG Resources,Oil & Gas Operations,United States,16693.0,2915.5,34763.0,52033.0,0.17465404660636194,0.08386790553174352,2015,North America,USA
Thermo Fisher Scientific,Health Care Equipment & Services,United States,16890.0,1894.4,42852.0,52970.0,0.11216104203670811,0.04420797162326146,2015,North America,USA
Linde,Chemicals,Germany,22612.0,1461.7,43995.0,38872.0,0.06464266761011853,0.033224230026139334,2015,Europe,DEU
BCE,Telecommunications services,Canada,19052.0,2263.6,39972.0,36254.0,0.11881167331513752,0.05662964074852397,2015,North America,CAN
Sun Hung Kai Properties,Real Estate,Hong Kong,9757.0,3893.0,74376.0,44823.0,0.398995592907656,0.05234215338281166,2015,Asia,HKG
Air Liquide,Chemicals,France,20372.0,2208.5,32338.0,45443.0,0.10840860003926958,0.06829426680685262,2015,Europe,FRA
Hyundai Mobis,Consumer Durables,South Korea,34375.0,3251.2,35584.0,21106.0,0.09458036363636363,0.09136690647482014,2015,Asia,KOR
Bristol-Myers Squibb,Drugs & Biotechnology,United States,15879.0,2004.0,33749.0,105000.0,0.12620442093330814,0.05937953717147175,2015,North America,USA
Samsung Life Insurance,Insurance,South Korea,24309.0,1270.6,195038.0,17861.0,0.05226870706322761,0.0065146279186620035,2015,Asia,KOR
HCA Holdings,Health Care Equipment & Services,United States,36918.0,1875.0,31199.0,31861.0,0.050788233382090035,0.0600980800666688,2015,North America,USA
Oversea-Chinese Banking,Banking,Singapore,8849.0,3033.2,302866.0,31228.0,0.34277319471126677,0.01001499012764721,2015,Asia,SGP
AbbVie,Drugs & Biotechnology,United States,19960.0,1774.0,27547.0,91724.0,0.08887775551102205,0.06439902711729045,2015,North America,USA
Tencent Holdings,IT Software & Services,China,12810.0,3865.7,27590.0,181110.0,0.3017720530835285,0.14011235955056178,2015,Asia,CHN
Mitsubishi Electric,Capital Goods,Japan,40721.0,1929.0,31975.0,26203.0,0.04737113528646153,0.06032838154808444,2015,Asia,JPN
State Street,Diversified Financials,United States,10089.0,2034.0,274119.0,30777.0,0.2016057091882248,0.007420135050835586,2015,North America,USA
Reckitt Benckiser Group,Consumer Durables,United Kingdom,14549.0,5306.9,26036.0,62399.0,0.3647604646367448,0.20382931325856504,2015,Europe,GBR
New China Life Insurance,Insurance,China,23234.0,1037.8,103735.0,24451.0,0.044667297925454076,0.010004337976574925,2015,Asia,CHN
Bank of Beijing,Banking,China,12470.0,2446.1,242797.0,19047.0,0.196158781074579,0.010074671433337314,2015,Asia,CHN
KIA Motors,Consumer Durables,South Korea,44741.0,2843.8,37342.0,16440.0,0.06356138664759393,0.07615553532215737,2015,Asia,KOR
American Electric,Utilities,United States,17086.0,1634.0,59633.0,27957.0,0.09563385227671778,0.027400935723508796,2015,North America,USA
Johnson Controls,Consumer Durables,United States,42920.0,1253.0,31707.0,33187.0,0.02919384902143523,0.039518087488567194,2015,North America,USA
Svenska Handelsbanken,Banking,Sweden,9221.0,2211.5,359809.0,29093.0,0.239832989914326,0.006146316517930347,2015,Europe,SWE
Henkel,Consumer Durables,Germany,21791.0,2159.5,25364.0,49185.0,0.09910054609701253,0.08514035641066078,2015,Europe,DEU
WPP,Media,United Kingdom,18983.0,1773.7,41716.0,30137.0,0.09343623241847969,0.04251845814555566,2015,Europe,GBR
Raytheon,Aerospace & Defense,United States,22826.0,2252.0,27900.0,33544.0,0.09865942346447035,0.0807168458781362,2015,North America,USA
Inditex,Consumer Durables,Spain,23702.0,3270.8,17352.0,103444.0,0.13799679351953423,0.1884970032272937,2015,Europe,ESP
Eaton,Capital Goods,Ireland,22552.0,1793.0,33529.0,32231.0,0.07950514366796736,0.05347609532046885,2015,Europe,IRL
Fubon Financial,Diversified Financials,Taiwan,13636.0,1944.7,170817.0,18972.0,0.14261513640363743,0.011384698244319945,2015,Asia,TWN
Power Corp of Canada,Insurance,Canada,38611.0,1201.5,321718.0,12372.0,0.031118075159928517,0.0037346371667112193,2015,North America,CAN
Swedbank,Banking,Sweden,9162.0,2395.6,270980.0,27573.0,0.26147129447718837,0.008840504834305114,2015,Europe,SWE
Accenture,IT Software & Services,Ireland,32782.0,3041.0,16992.0,63455.0,0.09276432188396071,0.1789665725047081,2015,Europe,IRL
BB&T,Banking,United States,9730.0,2151.0,188404.0,28257.0,0.2210688591983556,0.011416955054032823,2015,North America,USA
Cathay Financial,Insurance,Taiwan,13747.0,1559.5,218836.0,20161.0,0.11344293300356441,0.0071263411870076225,2015,Asia,TWN
SingTel,Telecommunications services,Singapore,13427.0,2952.7,31131.0,52136.0,0.21990764876740893,0.09484757958305226,2015,Asia,SGP
PG&E,Utilities,United States,17090.0,1450.0,61877.0,25945.0,0.08484493856056173,0.02343358598509947,2015,North America,USA
Cardinal Health,Drugs & Biotechnology,United States,93928.0,1104.0,27248.0,29689.0,0.011753683672600289,0.040516735173223725,2015,North America,USA
Old Mutual,Diversified Financials,United Kingdom,25485.0,958.3,218610.0,16740.0,0.03760251128114577,0.004383605507524816,2015,Europe,GBR
Standard Bank Group,Banking,South Africa,12223.0,1683.4,164481.0,23126.0,0.13772396302053505,0.010234616764246326,2015,Africa,ZAF
CaixaBank,Banking,Spain,15331.0,822.4,409751.0,28182.0,0.05364294566564477,0.0020070725879863622,2015,Europe,ESP
Devon Energy,Oil & Gas Operations,United States,17555.0,1589.0,50637.0,26068.0,0.09051552264312161,0.03138021604755416,2015,North America,USA
Poly Real Estate,Real Estate,China,17568.0,1980.0,60159.0,19587.0,0.11270491803278689,0.03291278113000549,2015,Asia,CHN
Emerson Electric,Capital Goods,United States,24511.0,2210.0,23724.0,39050.0,0.0901636000163192,0.09315461136401956,2015,North America,USA
Mitsubishi Heavy Industries,Capital Goods,Japan,35618.0,1449.2,44026.0,18781.0,0.040687292941771015,0.03291691273338482,2015,Asia,JPN
Ameriprise Financial,Diversified Financials,United States,12146.0,1619.0,148810.0,23597.0,0.13329491190515397,0.010879645185135407,2015,North America,USA
Northrop Grumman,Aerospace & Defense,United States,23979.0,2069.0,26572.0,31973.0,0.08628383168605863,0.07786391690501279,2015,North America,USA
Investor AB,Diversified Financials,Sweden,10481.0,7401.1,41323.0,30805.0,0.7061444518652801,0.17910364687946181,2015,Europe,SWE
Delta Air Lines,Airline,United States,40315.0,659.0,54121.0,34422.0,0.016346273099342678,0.012176419504443746,2015,North America,USA
Woolworths,Food Markets,Australia,55481.0,2172.5,20688.0,28010.0,0.039157549431336855,0.10501256767208043,2015,Oceania,AUS
Dominion Resources,Utilities,United States,12946.0,1310.0,54327.0,42781.0,0.10118955661980535,0.024113240193642204,2015,North America,USA
National Oilwell Varco,Oil & Gas Operations,United States,22302.0,2502.0,33562.0,21604.0,0.11218724778046812,0.07454859662713784,2015,North America,USA
